problem,problem_id,dsl,full_dsl,step,correct,output
194,bda2d7a6.json,"['obj_color', 'obj_color', 'horizontal_line', 'horizontal_line', 'vertical_line', 'vertical_line', 'complete']","['obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object1, 1)', 'horizontal_line(self.temp_state, [(1, 0), (1, 5)], 9)', 'horizontal_line(self.temp_state, [(4, 0), (4, 5)], 9)', 'vertical_line(self.temp_state, [(1, 1), (4, 1)], 9)', 'vertical_line(self.temp_state, [(1, 4), (4, 4)], 9)', 'complete(self.temp_state)']",7,TRUE,"[[1, 1, 1, 1, 1, 1], [1, 9, 9, 9, 9, 1], [1, 9, 0, 0, 9, 1], [1, 9, 0, 0, 9, 1], [1, 9, 9, 9, 9, 1], [1, 1, 1, 1, 1, 1]]"
195,bdad9b1f.json,"['horizontal_line', 'pixel_color', 'vertical_line', 'pixel_color', 'pixel_color', 'complete']","['horizontal_line(self.temp_state, [(4, 1), (4, 5)], 2)', 'pixel_color([(4, 5)], 2)', 'vertical_line(self.temp_state, [(1, 3), (5, 3)], 8)', 'pixel_color([(5, 3)], 8)', 'pixel_color([(4, 3)], 4)', 'complete(self.temp_state)']",6,TRUE,"[[0, 0, 0, 8, 0, 0], [0, 0, 0, 8, 0, 0], [0, 0, 0, 8, 0, 0], [0, 0, 0, 8, 0, 0], [2, 2, 2, 4, 2, 2], [0, 0, 0, 8, 0, 0]]"
197,c0f76784.json,"['pixel_color', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'complete']","['pixel_color([(5, 9)], 6)', 'horizontal_line(self.temp_state, [(9, 4), (9, 7)], 7)', 'horizontal_line(self.temp_state, [(10, 4), (10, 7)], 7)', 'horizontal_line(self.temp_state, [(2, 1), (2, 5)], 8)', 'horizontal_line(self.temp_state, [(3, 1), (3, 5)], 8)', 'horizontal_line(self.temp_state, [(4, 1), (4, 5)], 8)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0], [0, 5, 8, 8, 8, 5, 0, 0, 0, 0, 0, 0], [0, 5, 8, 8, 8, 5, 0, 0, 0, 0, 0, 0], [0, 5, 8, 8, 8, 5, 0, 0, 5, 5, 5, 0], [0, 5, 5, 5, 5, 5, 0, 0, 5, 6, 5, 0], [0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 5, 5, 5, 5, 0, 0, 0, 0], [0, 0, 0, 0, 5, 7, 7, 5, 0, 0, 0, 0], [0, 0, 0, 0, 5, 7, 7, 5, 0, 0, 0, 0], [0, 0, 0, 0, 5, 5, 5, 5, 0, 0, 0, 0]]"
201,c8f0f002.json,"['horizontal_line', 'pixel_color', 'pixel_color', 'horizontal_line', 'pixel_color', 'pixel_color', 'complete']","['horizontal_line(self.temp_state, [(0, 0), (0, 3)], 5)', 'pixel_color([(0, 4)], 5)', 'pixel_color([(1, 4)], 5)', 'horizontal_line(self.temp_state, [(1, 4), (1, 1)], 5)', 'pixel_color([(2, 3)], 5)', 'pixel_color([(2, 1)], 5)', 'complete(self.temp_state)']",7,TRUE,"[[1, 5, 5, 1, 5], [8, 1, 5, 5, 5], [8, 5, 1, 5, 8]]"
204,cbded52d.json,"['pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(1, 4)], 8)', 'pixel_color([(4, 7)], 8)', 'pixel_color([(6, 3)], 6)', 'complete(self.temp_state)']",4,TRUE,"[[1, 1, 0, 1, 1, 0, 1, 1], [1, 8, 0, 1, 8, 0, 1, 8], [0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1], [1, 1, 0, 1, 1, 0, 1, 8], [0, 0, 0, 0, 0, 0, 0, 0], [6, 1, 0, 6, 1, 0, 6, 1], [1, 1, 0, 1, 1, 0, 1, 8]]"
205,ce22a75a.json,"['vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'horizontal_line', 'horizontal_line', 'pixel_color', 'pixel_color']","['vertical_line(self.temp_state, [(8, 0), (2, 0)], 1)', 'vertical_line(self.temp_state, [(2, 1), (8, 1)], 1)', 'vertical_line(self.temp_state, [(2, 2), (8, 2)], 1)', 'vertical_line(self.temp_state, [(6, 6), (0, 6)], 1)', 'vertical_line(self.temp_state, [(6, 7), (0, 7)], 1)', 'vertical_line(self.temp_state, [(6, 8), (0, 8)], 1)', 'horizontal_line(self.temp_state, [(0, 5), (0, 8)], 1)', 'horizontal_line(self.temp_state, [(8, 3), (8, 0)], 1)', 'pixel_color([(0, 8)], 1)', 'pixel_color([(8, 0)], 1)']",10,TRUE,"[[0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0]]"
206,ce9e57f2.json,"['vertical_line', 'vertical_line', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(5, 1), (10, 1)], 8)', 'vertical_line(self.temp_state, [(6, 3), (10, 3)], 8)', 'pixel_color([(10, 5)], 8)', 'pixel_color([(9, 7)], 8)', 'pixel_color([(10, 7)], 8)', 'pixel_color([(10, 3)], 8)', 'pixel_color([(10, 1)], 8)', 'complete(self.temp_state)']",8,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 2, 0, 0, 0, 0, 0], [0, 2, 0, 2, 0, 0, 0, 0, 0], [0, 2, 0, 2, 0, 0, 0, 0, 0], [0, 2, 0, 2, 0, 0, 0, 0, 0], [0, 8, 0, 2, 0, 0, 0, 2, 0], [0, 8, 0, 8, 0, 0, 0, 2, 0], [0, 8, 0, 8, 0, 0, 0, 2, 0], [0, 8, 0, 8, 0, 2, 0, 8, 0], [0, 8, 0, 8, 0, 8, 0, 8, 0]]"
207,d037b0a7.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(1, 0)], 4)', 'pixel_color([(2, 0)], 4)', 'pixel_color([(1, 2)], 8)', 'pixel_color([(2, 2)], 8)', 'complete(self.temp_state)']",5,TRUE,"[[4, 0, 8], [4, 0, 8], [4, 7, 8]]"
209,d07ae81c.json,"['x_line', 'x_line', 'diagonal_line', 'diagonal_line', 'diagonal_line', 'diagonal_line', 'diagonal_line', 'complete']","['X_line(self.temp_state, [(12, 14)], 4)', 'X_line(self.temp_state, [(0, 10)], 4)', 'diagonal_line(self.temp_state, [(0, 2), (7, 9)], 1)', 'diagonal_line(self.temp_state, [(1, 9), (8, 2)], 1)', 'diagonal_line(self.temp_state, [(15, 17), (10, 12)], 1)', 'diagonal_line(self.temp_state, [(10, 16), (15, 11)], 1)', 'diagonal_line(self.temp_state, [(7, 17), (3, 13)], 1)', 'complete(self.temp_state)']",8,TRUE,"[[8, 8, 4, 3, 3, 3, 3, 3, 3, 8, 4, 8, 8, 8, 8, 8, 8, 8, 8], [8, 8, 8, 1, 3, 3, 3, 3, 3, 4, 8, 4, 8, 8, 8, 8, 8, 8, 8], [8, 8, 8, 3, 1, 3, 3, 3, 1, 8, 8, 8, 4, 8, 8, 8, 8, 8, 8], [8, 8, 8, 3, 3, 1, 3, 1, 3, 8, 8, 8, 8, 4, 8, 8, 8, 8, 8], [3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3], [3, 3, 3, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3], [3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3], [8, 8, 8, 1, 3, 3, 3, 3, 3, 4, 8, 8, 8, 8, 8, 8, 8, 4, 8], [8, 8, 4, 3, 3, 3, 3, 3, 3, 8, 4, 8, 8, 8, 8, 8, 8, 8, 4], [8, 4, 8, 3, 3, 3, 3, 3, 3, 8, 8, 4, 8, 8, 8, 8, 8, 4, 8], [4, 8, 8, 3, 3, 3, 3, 3, 3, 8, 8, 8, 4, 8, 8, 8, 4, 8, 8], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3], [8, 8, 8, 3, 3, 3, 3, 3, 3, 8, 8, 4, 8, 8, 8, 8, 8, 4, 8], [8, 8, 8, 3, 3, 3, 3, 3, 3, 8, 4, 8, 8, 8, 8, 8, 8, 8, 4]]"
211,d23f8c26.json,"['obj_color', 'obj_color', 'x_line', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object3, 0)', 'obj_color(self.temp_state, object10, 0)', 'X_line(self.temp_state, [(4, 6)], 0)', 'pixel_color([(5, 0)], 0)', 'pixel_color([(3, 1)], 0)', 'pixel_color([(6, 5)], 0)', 'pixel_color([(2, 6)], 0)', 'pixel_color([(0, 6)], 0)', 'pixel_color([(1, 3)], 8)', 'complete(self.temp_state)']",10,TRUE,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0]]"
212,d2abd087.json,"['obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'complete']","['obj_color(self.temp_state, object2, 2)', 'obj_color(self.temp_state, object3, 2)', 'obj_color(self.temp_state, object4, 1)', 'obj_color(self.temp_state, object5, 1)', 'obj_color(self.temp_state, object1, 1)', 'complete(self.temp_state)']",6,TRUE,"[[0, 1, 1, 0, 0, 0, 2, 2, 0, 0], [0, 1, 1, 0, 0, 0, 2, 2, 0, 0], [1, 1, 1, 1, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 0, 0, 0, 0, 1, 0, 0], [0, 2, 2, 2, 2, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
214,d406998b.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(2, 16)], 3)', 'pixel_color([(0, 14)], 3)', 'pixel_color([(0, 12)], 3)', 'pixel_color([(2, 10)], 3)', 'pixel_color([(1, 8)], 3)', 'pixel_color([(2, 6)], 3)', 'pixel_color([(2, 4)], 3)', 'pixel_color([(1, 2)], 3)', 'pixel_color([(1, 0)], 3)', 'complete(self.temp_state)']",10,TRUE,"[[0, 0, 0, 5, 0, 0, 0, 5, 0, 5, 0, 0, 3, 0, 3, 0, 0], [3, 0, 3, 0, 0, 5, 0, 0, 3, 0, 0, 5, 0, 0, 0, 5, 0], [0, 5, 0, 0, 3, 0, 3, 0, 0, 0, 3, 0, 0, 5, 0, 0, 3]]"
215,d43fd935.json,"['pixel_color', 'pixel_color', 'vertical_line', 'complete']","['pixel_color([(6, 1)], 6)', 'pixel_color([(8, 3)], 6)', 'vertical_line(self.temp_state, [(6, 3), (0, 3)], 2)', 'complete(self.temp_state)']",4,TRUE,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [2, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 2, 0, 0], [6, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 6, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [6, 6, 3, 3, 0, 0, 0, 0, 0, 0], [0, 0, 3, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 2, 0, 0], [0, 0, 0, 6, 0, 6, 0, 0, 0, 0]]"
216,d4a91cb9.json,"['vertical_line', 'horizontal_line', 'complete']","['vertical_line(self.temp_state, [(8, 3), (1, 3)], 4)', 'horizontal_line(self.temp_state, [(2, 11), (2, 3)], 4)', 'complete(self.temp_state)']",3,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 2, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
217,d4f3cd78.json,"['vertical_line', 'vertical_line', 'vertical_line', 'horizontal_line', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(2, 3), (7, 3)], 8)', 'vertical_line(self.temp_state, [(2, 4), (7, 4)], 8)', 'vertical_line(self.temp_state, [(2, 5), (7, 5)], 8)', 'horizontal_line(self.temp_state, [(5, 5), (5, 9)], 8)', 'pixel_color([(5, 9)], 8)', 'complete(self.temp_state)']",6,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 5, 5, 5, 5, 5, 0, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0, 0], [0, 0, 5, 8, 8, 8, 8, 8, 8, 8], [0, 0, 5, 8, 8, 8, 5, 0, 0, 0], [0, 0, 5, 5, 5, 5, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
218,d511f180.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(3, 3)], 5)', 'pixel_color([(3, 2)], 5)', 'pixel_color([(1, 1)], 5)', 'pixel_color([(0, 1)], 5)', 'pixel_color([(0, 0)], 5)', 'pixel_color([(1, 3)], 8)', 'pixel_color([(0, 3)], 8)', 'complete(self.temp_state)']",8,TRUE,"[[5, 5, 4, 8], [3, 5, 7, 8], [3, 7, 1, 9], [6, 4, 5, 5]]"
219,d5d6de2d.json,"['pixel_color', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'obj_color', 'obj_color', 'complete']","['pixel_color([(1, 1)], 3)', 'horizontal_line(self.temp_state, [(5, 1), (5, 8)], 3)', 'horizontal_line(self.temp_state, [(6, 1), (6, 8)], 3)', 'horizontal_line(self.temp_state, [(7, 1), (7, 8)], 3)', 'horizontal_line(self.temp_state, [(8, 1), (8, 8)], 3)', 'obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object1, 0)', 'complete(self.temp_state)']",8,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 3, 3, 3, 3, 3, 0, 0], [0, 0, 3, 3, 3, 3, 3, 3, 0, 0], [0, 0, 3, 3, 3, 3, 3, 3, 0, 0], [0, 0, 3, 3, 3, 3, 3, 3, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
221,d6ad076f.json,"['vertical_line', 'vertical_line', 'vertical_line', 'complete']","['vertical_line(self.temp_state, [(1, 6), (6, 6)], 8)', 'vertical_line(self.temp_state, [(1, 5), (6, 5)], 8)', 'vertical_line(self.temp_state, [(1, 4), (6, 4)], 8)', 'complete(self.temp_state)']",4,TRUE,"[[1, 1, 1, 1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0, 0, 2, 2, 2], [1, 1, 1, 1, 8, 8, 8, 2, 2, 2], [1, 1, 1, 1, 8, 8, 8, 2, 2, 2], [1, 1, 1, 1, 8, 8, 8, 2, 2, 2], [1, 1, 1, 1, 8, 8, 8, 2, 2, 2], [1, 1, 1, 1, 0, 0, 0, 2, 2, 2], [1, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
222,d89b689b.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'complete']","['pixel_color([(5, 4)], 6)', 'pixel_color([(5, 5)], 7)', 'pixel_color([(4, 5)], 4)', 'pixel_color([(4, 4)], 3)', 'obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object1, 0)', 'obj_color(self.temp_state, object4, 0)', 'obj_color(self.temp_state, object5, 0)', 'complete(self.temp_state)']",9,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 4, 0, 0, 0, 0], [0, 0, 0, 0, 6, 7, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
223,d8c310e9.json,"['vertical_line', 'pixel_color', 'horizontal_line', 'pixel_color', 'vertical_line', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(1, 10), (4, 10)], 2)', 'pixel_color([(4, 11)], 3)', 'horizontal_line(self.temp_state, [(4, 14), (4, 11)], 6)', 'pixel_color([(3, 12)], 6)', 'vertical_line(self.temp_state, [(4, 14), (1, 14)], 2)', 'pixel_color([(4, 10)], 2)', 'pixel_color([(4, 14)], 2)', 'pixel_color([(3, 13)], 2)', 'complete(self.temp_state)']",9,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2], [6, 2, 2, 0, 6, 2, 2, 0, 6, 2, 2, 0, 6, 2, 2], [6, 6, 2, 3, 6, 6, 2, 3, 6, 6, 2, 3, 6, 6, 2]]"
224,d90796e8.json,"['obj_color', 'pixel_color', 'obj_color', 'pixel_color', 'obj_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object9, 0)', 'pixel_color([(5, 7)], 8)', 'obj_color(self.temp_state, object4, 0)', 'pixel_color([(1, 6)], 8)', 'obj_color(self.temp_state, object3, 0)', 'pixel_color([(2, 1)], 8)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 0, 0, 2, 0, 0, 0, 5], [0, 0, 0, 0, 0, 0, 8, 0, 0], [0, 8, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 5, 0, 0, 0, 2], [5, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 8, 0], [5, 3, 0, 0, 0, 5, 0, 0, 0]]"
225,d9f24cd1.json,"['vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(9, 1), (4, 1)], 2)', 'vertical_line(self.temp_state, [(6, 2), (0, 2)], 2)', 'vertical_line(self.temp_state, [(6, 4), (9, 4)], 2)', 'vertical_line(self.temp_state, [(8, 5), (0, 5)], 2)', 'vertical_line(self.temp_state, [(9, 8), (0, 8)], 2)', 'pixel_color([(0, 2)], 2)', 'pixel_color([(0, 5)], 2)', 'pixel_color([(0, 8)], 2)', 'complete(self.temp_state)']",9,TRUE,"[[0, 0, 2, 0, 0, 2, 0, 0, 2, 0], [0, 0, 2, 0, 0, 2, 0, 0, 2, 0], [0, 0, 2, 0, 0, 2, 0, 5, 2, 0], [0, 0, 2, 0, 0, 2, 0, 0, 2, 0], [0, 5, 2, 0, 0, 2, 0, 0, 2, 0], [0, 2, 2, 0, 0, 2, 0, 0, 2, 0], [0, 2, 0, 0, 5, 2, 0, 0, 2, 0], [0, 2, 0, 0, 2, 2, 0, 0, 2, 0], [0, 2, 0, 0, 2, 0, 0, 0, 2, 0], [0, 2, 0, 0, 2, 0, 0, 0, 2, 0]]"
230,dc433765.json,"['move_down', 'complete']","['move_down(self.temp_state, object1)', 'complete(self.temp_state)']",2,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
231,ddf7fa4f.json,"['obj_color', 'obj_color', 'obj_color', 'complete']","['obj_color(self.temp_state, object4, 6)', 'obj_color(self.temp_state, object5, 9)', 'obj_color(self.temp_state, object6, 3)', 'complete(self.temp_state)']",4,TRUE,"[[3, 0, 0, 0, 6, 0, 0, 0, 9, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 6, 6, 6, 6, 6, 0, 9, 9], [0, 0, 6, 6, 6, 6, 6, 0, 9, 9], [0, 0, 6, 6, 6, 6, 6, 0, 9, 9], [0, 0, 6, 6, 6, 6, 6, 0, 9, 9], [0, 0, 0, 0, 0, 0, 0, 0, 9, 9], [3, 3, 3, 3, 0, 0, 0, 0, 9, 9], [3, 3, 3, 3, 0, 0, 0, 0, 9, 9], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
232,ded97339.json,"['horizontal_line', 'vertical_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(8, 4), (8, 7)], 8)', 'vertical_line(self.temp_state, [(8, 7), (3, 7)], 8)', 'vertical_line(self.temp_state, [(1, 1), (5, 1)], 8)', 'complete(self.temp_state)']",4,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 8, 0, 0, 0, 0, 0, 0, 0, 0], [0, 8, 0, 8, 0, 0, 0, 0, 0, 0], [0, 8, 0, 0, 0, 0, 0, 8, 0, 0], [0, 8, 0, 0, 0, 0, 0, 8, 0, 0], [0, 8, 0, 0, 0, 0, 0, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 8, 0, 0], [0, 0, 0, 0, 8, 8, 8, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
236,e40b9e2f.json,"['vertical_line', 'vertical_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(8, 3), (0, 3)], 3)', 'vertical_line(self.temp_state, [(8, 5), (0, 5)], 3)', 'horizontal_line(self.temp_state, [(3, 5), (3, 8)], 3)', 'horizontal_line(self.temp_state, [(5, 5), (5, 8)], 3)', 'horizontal_line(self.temp_state, [(4, 1), (4, 7)], 2)', 'pixel_color([(6, 4)], 2)', 'pixel_color([(4, 4)], 3)', 'complete(self.temp_state)']",8,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 3, 0, 0, 0, 0], [0, 0, 0, 3, 2, 3, 0, 0, 0, 0], [0, 3, 3, 3, 2, 3, 3, 3, 0, 0], [0, 0, 2, 2, 3, 2, 2, 0, 0, 0], [0, 3, 3, 3, 2, 3, 3, 3, 0, 0], [0, 0, 0, 3, 2, 3, 0, 0, 0, 0], [0, 0, 0, 3, 0, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
237,e48d4e1a.json,"['move_left', 'move_left', 'move_down', 'move_down', 'obj_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['move_left(self.temp_state, object1)', 'move_left(self.temp_state, object1)', 'move_down(self.temp_state, object1)', 'move_down(self.temp_state, object1)', 'obj_color(self.temp_state, object2, 0)', 'pixel_color([(5, 8)], 8)', 'pixel_color([(5, 9)], 8)', 'pixel_color([(1, 3)], 8)', 'pixel_color([(0, 3)], 8)', 'complete(self.temp_state)']",10,TRUE,"[[0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [8, 8, 8, 8, 8, 8, 8, 8, 8, 8], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0]]"
